3,6,18,23,26,28,29,31,33,37,38,45,48,49,50,54,55,63,68,78
1,11,13,14,15,18,24,29,31,32,33,34,45,46,48,56,66,73,75,80
6,8,12,16,26,29,30,40,41,44,45,50,53,56,62,64,65,69,70,77
1,2,7,8,13,22,25,32,39,41,45,47,49,55,64,71,75,77,78,80
2,12,14,15,16,18,19,21,22,27,29,37,38,40,41,42,43,50,64,70
1,9,11,24,25,29,32,39,40,41,47,54,56,61,62,64,65,68,69,78
12,14,27,28,30,31,34,35,39,41,43,45,51,53,54,55,58,62,64,70
10,21,24,27,31,32,36,37,38,40,41,42,55,56,62,67,69,72,74,79
8,11,13,14,16,23,24,30,32,34,40,43,45,48,49,59,61,69,76,77
5,7,8,10,11,13,14,23,25,34,38,40,51,54,65,67,72,74,77,80
5,6,8,26,27,31,32,37,40,41,45,47,52,53,54,57,62,69,70,79
1,2,8,9,15,17,20,30,32,42,43,44,47,48,59,64,66,68,76,78
1,2,4,7,9,14,15,17,19,25,28,30,35,36,41,44,55,58,63,73
3,4,12,19,21,22,23,26,32,34,39,46,47,49,51,55,61,67,76,79
6,11,13,17,26,27,40,45,46,56,57,58,60,64,65,68,69,70,74,79
4,8,9,11,18,21,22,28,31,35,44,48,49,52,63,65,67,76,77,79
7,11,17,18,23,25,26,32,34,43,48,49,52,53,55,58,59,66,68,78
3,5,6,7,13,15,25,27,34,39,43,44,45,52,53,55,58,77,78,79
1,6,14,28,36,40,48,53,54,55,61,63,65,68,69,70,73,74,78,80
2,5,9,17,20,24,32,38,44,48,54,56,61,62,63,69,71,74,77,79
2,3,8,9,11,13,15,23,24,27,30,32,33,39,40,49,58,61,67,77
1,5,14,15,18,19,20,27,38,47,50,52,56,57,62,65,69,77,78,79
1,2,5,7,10,18,24,27,30,31,35,44,46,49,50,64,67,73,79,80
6,10,11,13,15,16,21,30,33,35,43,46,48,49,57,61,63,74,76,79
2,3,16,22,27,29,32,33,34,39,42,43,47,51,52,56,59,68,72,80
2,3,10,13,14,16,18,19,26,30,33,36,38,40,44,51,65,71,78,79
2,12,22,27,28,29,35,39,43,44,52,57,61,63,64,67,68,69,75,80
7,8,9,10,12,13,19,23,30,31,36,39,40,44,54,56,58,59,64,67
13,14,16,18,20,23,24,30,37,42,45,49,52,54,56,59,66,67,72,73
1,2,3,6,15,20,24,25,27,28,30,33,34,42,49,53,57,67,77,78
6,10,12,19,21,22,29,30,33,35,37,44,45,46,48,49,50,64,73,77
6,7,11,12,21,24,26,31,32,40,41,47,52,55,56,59,62,65,66,79
4,7,11,15,16,18,20,22,23,28,29,37,38,47,52,57,70,71,74,75
5,13,14,15,17,19,22,25,30,34,37,43,44,59,61,66,67,69,71,75
1,3,5,9,10,18,19,20,22,39,44,53,55,57,58,60,62,63,69,76
5,9,13,16,19,21,22,23,26,38,39,40,43,44,49,60,66,68,72,76
2,8,9,12,21,22,27,33,39,47,48,49,51,55,60,63,65,69,70,77
1,8,13,20,22,26,32,35,36,43,48,51,52,53,62,70,73,77,79,80
2,6,14,17,21,22,25,29,34,40,45,46,49,51,53,59,63,66,72,79
1,4,10,14,15,24,30,35,40,52,53,56,61,66,69,71,74,75,76,79
3,4,16,19,21,23,27,32,35,37,41,46,48,49,51,53,65,66,72,80
16,17,18,19,23,25,30,39,43,49,54,55,57,59,64,65,71,72,73,77
6,8,10,12,14,28,29,30,37,41,45,47,48,49,55,62,68,69,72,74
6,10,12,13,15,19,23,27,32,34,43,46,52,55,66,68,70,72,75,79
1,11,13,21,26,36,38,40,41,43,47,48,49,55,58,65,68,71,73,75
8,12,21,22,23,27,30,31,37,39,45,46,48,49,56,68,71,72,73,80
5,12,18,22,23,31,33,36,37,38,41,44,48,53,54,57,60,62,63,73
5,7,10,16,19,27,32,33,34,42,44,47,48,52,54,64,67,69,72,76
1,4,10,14,18,20,29,30,35,50,54,56,58,60,61,66,67,70,71,76
6,7,8,12,13,17,18,23,26,31,40,43,47,60,62,68,69,70,77,78
3,6,10,13,16,17,20,22,23,30,34,41,44,48,59,61,65,71,74,80
2,5,6,11,17,18,20,22,26,27,35,37,49,50,51,65,67,69,74,80
4,6,9,10,11,15,16,17,18,19,26,28,34,47,48,51,56,58,69,80
1,3,5,7,8,13,20,21,23,26,28,30,34,43,45,49,54,65,67,71
7,11,20,33,37,38,39,45,51,55,58,59,60,63,64,67,68,74,77,78
2,4,8,12,18,25,26,34,38,43,44,46,50,63,67,71,73,74,77,79
1,5,10,18,25,27,31,32,35,40,47,49,50,54,56,59,65,67,77,79
3,5,6,7,14,26,28,30,32,34,37,38,41,42,44,47,50,55,57,58
3,9,15,19,26,28,30,34,35,39,48,49,51,53,56,57,59,67,73,79
3,11,12,16,19,31,39,47,50,52,54,55,57,63,67,68,71,72,77,80
6,7,14,24,33,34,36,45,54,59,60,61,62,63,66,68,70,72,74,76
1,2,5,6,11,12,25,27,28,37,49,51,54,58,61,65,68,72,74,79
1,2,5,6,7,10,11,14,24,30,31,34,38,42,54,62,63,64,77,79
5,6,8,9,12,17,24,30,41,43,50,56,59,62,68,71,74,77,78,80
6,10,17,18,27,31,32,36,37,39,41,42,49,52,53,60,64,67,73,75
3,6,7,10,11,15,16,17,29,32,33,39,49,52,53,56,58,65,68,79
4,5,7,13,15,18,22,25,27,28,33,35,46,53,63,66,68,71,75,79
3,5,10,15,23,26,31,34,36,37,38,41,42,45,47,48,50,58,72,76
2,5,6,8,14,17,19,28,33,36,37,45,46,47,49,58,63,74,76,78
2,4,10,11,22,28,29,30,37,40,43,44,46,48,50,51,58,59,65,66
1,7,13,17,19,20,22,27,29,36,46,48,49,53,55,58,63,64,71,76
2,3,4,9,19,25,29,34,37,41,46,47,50,61,62,63,68,73,74,77
4,5,6,9,15,16,17,21,23,35,41,51,53,56,57,63,70,73,78,80
10,16,19,20,23,25,26,29,30,37,40,45,50,54,55,61,69,71,74,76
1,3,9,13,21,23,32,33,35,47,48,50,51,52,53,60,66,71,72,75
5,8,10,11,14,15,23,24,25,29,32,35,37,39,41,48,53,56,60,61
1,7,9,13,14,16,18,21,26,27,28,30,32,38,56,57,58,69,74,79
1,6,11,17,19,22,25,26,32,33,35,37,39,48,51,60,68,70,79,80
1,3,4,9,19,21,23,37,38,41,42,47,48,54,55,64,66,69,78,79
4,6,7,8,15,23,24,25,31,34,36,45,46,47,50,63,67,73,74,80
1,4,5,10,11,12,15,16,22,23,26,27,38,45,48,60,62,72,79,80
2,3,17,25,28,29,36,39,40,41,46,50,51,52,56,60,68,72,75,77
3,6,9,10,17,20,29,31,32,33,44,46,54,55,61,69,71,75,77,80
1,3,15,20,22,23,26,31,32,35,38,42,45,46,51,59,60,63,68,80
2,7,9,12,13,19,33,34,46,47,48,49,51,55,57,60,70,72,75,77
1,2,3,6,9,18,28,29,30,31,39,40,43,49,50,64,68,70,74,80
4,6,7,14,17,19,21,23,27,42,43,44,46,52,65,66,68,75,79,80
2,15,17,23,24,30,35,40,45,47,49,54,56,62,64,67,71,73,74,75
13,14,18,22,27,31,38,42,43,45,47,48,52,63,65,72,75,76,77,80
7,20,29,30,35,39,42,43,45,47,48,57,58,63,64,65,66,74,76,77
16,18,20,22,26,29,30,32,33,35,37,39,44,47,52,55,59,64,72,74
5,9,12,15,18,22,34,35,39,40,46,47,49,51,52,54,59,61,76,78
11,14,20,22,25,27,28,35,39,44,48,50,56,61,62,63,67,68,73,80
1,4,30,31,32,33,36,39,41,42,47,49,51,53,54,59,61,62,69,76
4,5,9,10,14,18,28,29,30,32,33,34,40,46,48,52,62,64,76,80
4,6,9,15,16,17,20,22,23,25,29,31,38,41,57,60,66,70,72,73
1,2,19,20,22,27,29,31,33,39,56,57,59,60,61,62,69,71,72,80
5,6,7,13,26,28,30,36,37,44,45,50,52,55,59,60,73,74,75,80
4,7,12,17,33,39,44,47,48,50,51,58,59,63,69,70,72,74,75,80
3,4,9,10,18,30,32,36,40,42,51,52,56,62,64,67,68,71,72,80
2,5,6,7,13,18,23,25,29,31,34,35,49,57,58,61,64,65,68,76
1,6,7,16,19,26,29,32,36,41,44,46,47,53,56,59,69,73,74,80
1,4,11,13,16,20,26,27,33,42,45,49,51,54,59,61,66,67,68,73
12,18,24,25,30,32,34,36,37,39,43,48,58,63,70,73,75,76,77,79
1,3,4,5,7,9,17,22,29,31,33,41,42,45,55,57,69,71,73,74
2,5,9,11,16,22,23,24,32,34,35,36,43,47,51,53,69,73,74,79
1,2,3,4,5,14,15,17,21,25,30,33,38,49,52,54,57,60,64,68
2,3,10,11,12,14,15,19,24,26,38,39,41,52,55,64,67,69,70,73
2,18,19,23,30,32,35,48,51,53,54,56,59,68,69,70,73,75,79,80
3,6,13,14,22,23,27,28,32,36,46,47,48,50,58,59,67,77,78,80
6,7,9,11,12,16,23,29,30,34,38,42,44,52,60,61,65,70,75,79
1,9,10,12,14,17,19,23,25,35,40,43,50,53,55,57,60,66,69,72
3,13,16,18,21,23,28,29,34,35,38,45,46,58,64,65,67,70,73,74
1,3,5,8,11,13,15,22,27,29,30,38,39,43,44,48,59,69,72,74
2,7,8,15,32,36,38,39,42,47,48,50,53,58,63,65,71,72,73,77
4,9,19,24,25,32,33,34,35,36,41,44,53,54,58,60,67,68,72,75
2,6,7,13,18,23,32,33,35,38,40,42,46,50,57,60,64,65,70,79
12,16,22,28,29,30,39,50,52,54,60,64,67,69,72,73,74,75,78,79
5,6,12,14,16,17,21,29,34,37,53,54,56,58,60,63,68,72,73,75
1,17,32,35,36,39,43,44,48,51,56,57,60,61,64,65,66,69,71,72
4,10,13,19,20,24,39,40,44,46,52,56,60,61,63,68,71,76,77,80
1,3,5,13,24,32,34,35,38,39,44,50,54,57,67,69,72,74,75,77
2,3,7,19,26,33,44,45,52,53,57,58,59,62,64,65,68,72,76,77
2,14,16,21,24,28,31,33,39,41,48,55,68,69,71,74,76,78,79,80
6,17,19,21,22,26,27,28,42,43,44,48,50,54,61,66,71,76,78,79
1,4,7,8,10,11,21,25,35,41,44,47,50,52,58,59,65,66,70,77
1,10,12,13,15,18,28,30,31,33,37,40,49,52,54,62,65,66,70,80
2,3,7,9,14,20,32,33,35,36,40,41,42,43,50,51,55,67,75,79
5,17,18,24,25,26,27,30,34,37,46,55,60,61,65,66,67,71,75,78
8,13,17,24,25,27,28,31,32,33,40,42,52,53,55,56,62,63,72,80
2,3,7,13,16,18,20,24,26,27,35,38,46,62,68,70,71,74,75,80
2,3,9,12,14,20,33,45,46,47,48,55,57,60,61,63,70,74,76,78
5,15,21,24,25,29,31,33,40,44,45,48,52,61,62,68,70,75,79,80
1,8,9,15,18,24,27,31,35,36,37,38,42,55,59,64,68,71,72,80
4,5,9,11,13,27,28,32,33,34,35,38,42,49,61,62,64,69,76,80
2,6,9,14,17,18,19,26,37,44,48,49,52,61,63,67,68,72,75,78
9,12,20,22,25,30,33,38,44,46,52,57,60,61,65,68,73,74,76,78
6,8,13,17,20,23,30,33,35,36,37,44,50,58,60,62,63,68,70,76
7,11,13,15,21,28,34,39,40,44,47,49,56,57,58,61,66,67,70,72
2,8,9,14,16,23,24,28,30,34,38,40,49,50,53,69,72,75,78,80
7,15,16,18,24,25,28,30,34,36,38,43,44,51,52,54,57,65,70,79
3,5,8,10,11,12,13,17,21,32,38,40,45,48,54,59,62,69,72,76
1,5,7,13,17,18,19,29,32,34,47,54,59,64,65,68,70,73,76,78
3,8,14,15,19,20,21,28,32,35,38,41,43,45,50,62,63,67,73,74
6,8,12,13,21,26,28,29,31,36,46,51,52,54,55,67,69,70,72,74
2,6,9,16,22,34,36,42,43,47,48,53,56,57,59,61,64,68,77,78
2,3,4,7,8,12,13,22,29,33,39,44,48,53,63,64,71,73,76,78
2,6,20,29,30,31,33,45,56,57,58,61,62,66,67,68,72,74,76,78
10,12,14,17,21,22,23,26,28,31,36,39,46,48,50,52,64,65,66,69
1,4,5,16,22,24,25,27,33,36,43,46,49,58,60,68,72,73,78,80
3,4,7,11,12,19,21,23,27,28,36,37,42,43,49,52,63,70,75,80
2,5,6,7,12,16,18,31,33,37,38,39,44,45,49,55,58,69,71,79
2,8,14,18,23,27,28,41,45,46,49,50,52,58,60,64,66,67,72,74
2,4,6,7,16,20,22,24,28,54,56,57,58,60,69,71,72,74,77,79
3,6,12,19,28,31,32,33,35,38,40,42,47,48,55,59,60,61,70,79
2,4,9,16,19,22,24,25,29,56,58,60,61,62,64,67,70,72,75,78
3,7,8,12,27,29,34,37,41,42,47,48,55,58,61,63,65,67,76,80
3,6,8,10,13,19,20,33,35,47,48,49,51,60,67,70,72,75,77,79
9,14,26,32,38,40,41,45,46,50,51,53,54,56,61,63,67,73,74,76
2,4,10,14,17,18,26,35,39,44,48,55,58,61,64,65,66,70,79,80
1,3,5,6,8,10,22,36,37,43,48,49,50,51,55,63,64,68,72,75
11,17,20,24,25,28,35,43,45,47,48,50,51,54,58,65,66,69,72,80
3,4,5,6,10,11,16,27,30,33,40,41,55,56,63,69,70,71,78,80
10,12,14,16,18,20,21,32,33,36,38,40,50,57,60,63,64,65,79,80
6,10,11,14,16,17,18,19,23,29,33,39,40,46,60,63,65,73,77,79
2,5,6,11,16,18,25,27,32,33,42,43,48,55,63,64,69,70,71,72
1,2,3,13,18,22,25,31,32,33,39,41,43,46,49,50,51,53,57,66
3,9,17,21,30,37,40,42,43,46,50,52,57,58,65,66,68,72,73,80
3,5,6,10,12,14,15,25,32,33,37,43,44,53,54,56,64,77,78,79
2,5,8,14,19,20,24,31,32,39,43,51,55,56,59,62,64,69,72,74
14,16,21,26,28,30,37,38,39,47,49,50,52,56,61,62,63,70,78,79
6,7,9,15,16,20,21,26,34,39,40,43,45,47,55,58,64,65,67,68
2,6,17,21,25,28,33,36,42,44,48,54,55,57,59,65,66,67,71,75
2,5,18,23,26,27,29,31,32,35,44,46,48,49,53,61,70,75,78,79
7,9,14,23,25,30,33,36,39,44,45,51,55,57,58,60,63,67,68,74
2,15,18,19,21,29,31,32,37,40,47,59,62,64,65,72,73,76,77,80
7,12,15,16,27,41,44,51,54,57,58,61,62,65,66,68,75,76,78,79
2,9,11,13,15,16,21,23,27,29,30,41,43,47,54,70,71,74,75,80
4,8,14,21,24,37,43,44,46,47,52,58,61,63,65,71,72,74,75,78
1,3,10,11,17,18,19,24,29,31,36,44,47,48,51,59,64,66,77,78
1,2,9,10,13,22,24,27,30,35,39,43,47,51,52,57,59,61,65,71
